,cod_curso,nome_curso,carga_horaria,eixo_tec,fator_esforco,tipo_curso,turno,cod_matricula,cod_ciclo_matricula,situacao,inicio_curso,final_esperado,renda,sexo,faixa_etaria,cor
0,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,71850909,2144139,E,22/05/2017,28/04/2022,"1,0<RFP<=1,5",M,15-19,branca   
1,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,72214910,2144139,E,22/05/2017,28/04/2022,"0<RFP<=0,5",M,25-29,parda    
2,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,71850905,2144139,E,22/05/2017,28/04/2022,"0,5<RFP<=1",M,20-24,branca   
3,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,71850911,2144139,E,22/05/2017,28/04/2022,"1,0<RFP<=1,5",M,20-24,branca   
4,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626025,1946675,E,07/04/2014,31/12/2017,"1,0<RFP<=1,5",M,30-34,branca   
5,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626019,1946675,C,07/04/2014,31/12/2017,"0<RFP<=0,5",M,20-24,branca   
6,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61625993,1946675,C,07/04/2014,31/12/2017,"0<RFP<=0,5",F,25-29,parda    
7,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626021,1946675,C,07/04/2014,31/12/2017,"0,5<RFP<=1",F,20-24,parda    
8,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61625995,1946675,C,07/04/2014,31/12/2017,"0<RFP<=0,5",M,25-29,branca   
9,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61625989,1946675,E,07/04/2014,31/12/2017,"0<RFP<=0,5",M,25-29,branca   
10,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61625991,1946675,C,07/04/2014,31/12/2017,"0<RFP<=0,5",M,25-29,branca   
11,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626057,1946675,C,07/04/2014,31/12/2017,"1,0<RFP<=1,5",M,20-24,parda    
12,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626003,1946675,E,07/04/2014,31/12/2017,"0,5<RFP<=1",M,40-44,parda    
13,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61625985,1946675,C,07/04/2014,31/12/2017,"1,0<RFP<=1,5",M,25-29,parda    
14,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626045,1946675,C,07/04/2014,31/12/2017,"0,5<RFP<=1",F,30-34,parda    
15,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626055,1946675,E,07/04/2014,31/12/2017,"1,5<RFP<=2,5",M,20-24,parda    
16,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,61626037,1946675,C,07/04/2014,31/12/2017,"0<RFP<=0,5",F,20-24,branca   
17,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812543,2744994,E,01/02/2021,30/01/2026,"1,0<RFP<=1,5",M,20-24,parda    
18,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812453,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",F,20-24,branca   
19,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812639,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",F,15-19,branca   
20,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812545,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",M,20-24,preta    
21,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812487,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",M,20-24,branca   
22,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812483,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",M,15-19,parda    
23,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812537,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",M,20-24,preta    
24,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,97812477,2744994,E,01/02/2021,30/01/2026,"0<RFP<=0,5",M,20-24,branca   
25,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080637,2038446,E,10/10/2016,31/08/2021,"1,0<RFP<=1,5",M,25-29,parda    
26,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438128,2038446,E,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,parda    
27,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080679,2038446,E,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,branca   
28,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70242922,2038446,E,10/10/2016,31/08/2021,"0<RFP<=0,5",M,25-29,branca   
29,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438016,2038446,E,10/10/2016,31/08/2021,"1,0<RFP<=1,5",M,35-39,parda    
30,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438078,2038446,E,10/10/2016,31/08/2021,"0,5<RFP<=1",M,20-24,parda    
31,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438126,2038446,E,10/10/2016,31/08/2021,"0,5<RFP<=1",M,20-24,branca   
32,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438082,2038446,E,10/10/2016,31/08/2021,"RFP>3,5",M,20-24,branca   
33,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438080,2038446,E,10/10/2016,31/08/2021,"0,5<RFP<=1",M,20-24,branca   
34,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080643,2038446,E,10/10/2016,31/08/2021,"0,5<RFP<=1",F,25-29,branca   
35,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080669,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,25-29,parda    
36,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438134,2038446,E,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,preta    
37,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70242924,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,25-29,branca   
38,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438136,2038446,C,10/10/2016,31/08/2021,"0,5<RFP<=1",F,25-29,branca   
39,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438146,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,20-24,branca   
40,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080635,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,25-29,branca   
41,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080661,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,25-29,parda    
42,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438122,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,20-24,parda    
43,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080651,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,20-24,parda    
44,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080677,2038446,C,10/10/2016,31/08/2021,"0,5<RFP<=1",M,20-24,branca   
45,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438130,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,parda    
46,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080645,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,25-29,parda    
47,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080665,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,parda    
48,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080647,2038446,C,10/10/2016,31/08/2021,"0,5<RFP<=1",M,25-29,branca   
49,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,70080675,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,25-29,branca   
50,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,67679743,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",M,20-24,branca   
51,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438140,2038446,E,10/10/2016,31/08/2021,"1,0<RFP<=1,5",M,20-24,parda    
52,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438076,2038446,E,10/10/2016,31/08/2021,"0,5<RFP<=1",F,20-24,branca   
53,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,69438062,2038446,C,10/10/2016,31/08/2021,"0<RFP<=0,5",F,20-24,branca   
54,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837621,2023066,E,09/05/2016,31/03/2021,"0<RFP<=0,5",F,25-29,branca   
55,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837663,2023066,E,09/05/2016,31/03/2021,"0,5<RFP<=1",M,20-24,parda    
56,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837653,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",F,20-24,parda    
57,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837639,2023066,C,09/05/2016,31/03/2021,"1,0<RFP<=1,5",M,20-24,parda    
58,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837657,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,parda    
59,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837797,2023066,C,09/05/2016,31/03/2021,"0,5<RFP<=1",F,20-24,branca   
60,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837659,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,branca   
61,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837637,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,branca   
62,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837803,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,branca   
63,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837691,2023066,C,09/05/2016,31/03/2021,"RFP>3,5",M,20-24,parda    
64,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837633,2023066,C,09/05/2016,31/03/2021,"1,0<RFP<=1,5",F,25-29,branca   
65,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837629,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,parda    
66,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837627,2023066,C,09/05/2016,31/03/2021,"1,0<RFP<=1,5",F,25-29,branca   
67,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837801,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",F,25-29,parda    
68,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837843,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",F,20-24,parda    
69,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837643,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,parda    
70,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837795,2023066,E,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,parda    
71,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,66837649,2023066,C,09/05/2016,31/03/2021,"0<RFP<=0,5",M,20-24,parda    
72,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193136,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,20-24,parda    
73,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193112,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,35-39,parda    
74,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193134,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,20-24,branca   
75,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193108,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,25-29,parda    
76,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193118,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,20-24,branca   
77,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193086,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,25-29,branca   
78,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193120,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,30-34,branca   
79,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193074,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,25-29,branca   
80,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193072,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,20-24,parda    
81,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193140,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,25-29,branca   
82,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193128,1964863,C,08/09/2014,28/02/2019,"0,5<RFP<=1",M,25-29,parda    
83,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193146,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,25-29,parda    
84,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193110,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,25-29,branca   
85,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193138,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,25-29,parda    
86,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193078,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,25-29,preta    
87,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193132,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,25-29,parda    
88,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193130,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,25-29,branca   
89,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193114,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",F,25-29,branca   
90,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193124,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,30-34,parda    
91,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,63193080,1964863,C,08/09/2014,28/02/2019,"0<RFP<=0,5",M,25-29,branca   
92,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545648,1984171,E,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,parda    
93,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545530,1984171,E,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,parda    
94,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545660,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",F,25-29,branca   
95,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545640,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",F,25-29,branca   
96,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545644,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,parda    
97,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545682,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",F,20-24,branca   
98,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545552,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,branca   
99,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545532,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,parda    
100,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545664,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,parda    
101,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545642,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,amarela  
102,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545658,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,branca   
103,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545560,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,20-24,branca   
104,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545652,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",F,25-29,branca   
105,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545690,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,parda    
106,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545528,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,20-24,parda    
107,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545562,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",M,20-24,branca   
108,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545538,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,parda    
109,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,93722833,1984171,C,23/03/2015,23/03/2020,"2,5<RFP<=3,5",M,20-24,parda    
110,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545558,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",F,20-24,branca   
111,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545564,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",F,20-24,parda    
112,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545540,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,branca   
113,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545662,1984171,C,23/03/2015,23/03/2020,"0<RFP<=0,5",F,20-24,parda    
114,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545522,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,25-29,branca   
115,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545674,1984171,C,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,parda    
116,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545550,1984171,C,23/03/2015,23/03/2020,"1,0<RFP<=1,5",M,20-24,branca   
117,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545554,1984171,E,23/03/2015,23/03/2020,"0,5<RFP<=1",M,20-24,parda    
118,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545686,1984171,C,23/03/2015,23/03/2020,"1,0<RFP<=1,5",M,20-24,branca   
119,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,86774561,1984171,E,23/03/2015,23/03/2020,"0<RFP<=0,5",F,20-24,parda    
120,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545656,1984171,E,23/03/2015,23/03/2020,"0<RFP<=0,5",M,25-29,branca   
121,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,64545650,1984171,E,23/03/2015,23/03/2020,"0<RFP<=0,5",F,25-29,parda    
122,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637447,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",F,20-24,parda    
123,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637489,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",M,15-19,branca   
124,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637449,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",M,20-24,parda    
125,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637475,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",F,25-29,branca   
126,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637491,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",M,25-29,parda    
127,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637507,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",F,20-24,parda    
128,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637467,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",F,25-29,preta    
129,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637499,2496560,E,02/05/2018,04/04/2023,"1,5<RFP<=2,5",M,15-19,branca   
130,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637455,2496560,E,02/05/2018,04/04/2023,"1,0<RFP<=1,5",M,20-24,branca   
131,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637443,2496560,E,02/05/2018,04/04/2023,"1,0<RFP<=1,5",M,25-29,parda    
132,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637437,2496560,E,02/05/2018,04/04/2023,"0,5<RFP<=1",M,20-24,branca   
133,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637521,2496560,E,02/05/2018,04/04/2023,"2,5<RFP<=3,5",M,15-19,branca   
134,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,85637429,2496560,E,02/05/2018,04/04/2023,"0<RFP<=0,5",M,15-19,parda    
135,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461429,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,15-19,branca   
136,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461425,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,20-24,branca   
137,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461011,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,20-24,preta    
138,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461437,2539301,E,22/10/2018,22/09/2023,"1,0<RFP<=1,5",M,20-24,branca   
139,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461397,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",F,20-24,branca   
140,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461399,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,25-29,branca   
141,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461435,2539301,E,22/10/2018,22/09/2023,"0,5<RFP<=1",M,20-24,branca   
142,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461413,2539301,E,22/10/2018,22/09/2023,"0,5<RFP<=1",F,20-24,branca   
143,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461009,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,20-24,parda    
144,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461401,2539301,E,22/10/2018,22/09/2023,"0<RFP<=0,5",M,20-24,parda    
145,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,87461423,2539301,E,22/10/2018,22/09/2023,"1,0<RFP<=1,5",M,20-24,parda    
146,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,92203559,2645321,E,26/08/2019,26/08/2024,"0<RFP<=0,5",F,30-34,preta    
147,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,92202961,2645321,E,26/08/2019,26/08/2024,"0<RFP<=0,5",M,15-19,branca   
148,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,92203187,2645321,E,26/08/2019,26/08/2024,"1,5<RFP<=2,5",F,20-24,branca   
149,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,92202953,2645321,E,26/08/2019,26/08/2024,"1,5<RFP<=2,5",M,20-24,parda    
150,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,92202939,2645321,E,26/08/2019,26/08/2024,"1,5<RFP<=2,5",M,15-19,branca   
151,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002439,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",M,15-19,branca   
152,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002575,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",M,20-24,parda    
153,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002363,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",F,15-19,parda    
154,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002393,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",F,15-19,branca   
155,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002465,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",F,15-19,branca   
156,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002431,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",F,20-24,parda    
157,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002379,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",M,25-29,branca   
158,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,90002579,2598126,E,22/04/2019,22/04/2024,"0<RFP<=0,5",M,20-24,parda    
159,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755480,2183727,E,30/10/2017,30/10/2022,"0<RFP<=0,5",F,20-24,parda    
160,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755424,2183727,E,30/10/2017,30/10/2022,"0,5<RFP<=1",M,20-24,parda    
161,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755430,2183727,E,30/10/2017,30/10/2022,"0<RFP<=0,5",M,20-24,branca   
162,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755492,2183727,E,30/10/2017,30/10/2022,"0<RFP<=0,5",M,20-24,parda    
163,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755394,2183727,E,30/10/2017,30/10/2022,"0<RFP<=0,5",M,20-24,parda    
164,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755418,2183727,E,30/10/2017,30/10/2022,"0<RFP<=0,5",M,20-24,parda    
165,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,73755432,2183727,E,30/10/2017,30/10/2022,"1,5<RFP<=2,5",M,20-24,parda    
166,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982462,2594990,E,11/03/2019,08/03/2024,"1,5<RFP<=2,5",M,15-19,branca   
167,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982218,2594990,E,11/03/2019,08/03/2024,"0,5<RFP<=1",M,15-19,preta    
168,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982440,2594990,E,11/03/2019,08/03/2024,"1,5<RFP<=2,5",F,20-24,branca   
169,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982430,2594990,E,11/03/2019,08/03/2024,"0,5<RFP<=1",M,30-34,branca   
170,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982436,2594990,E,11/03/2019,08/03/2024,"0,5<RFP<=1",M,20-24,parda    
171,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,89982324,2594990,E,11/03/2019,08/03/2024,"RFP>3,5",M,50-54,parda    
172,1,engenharia civil,3800,infraestrutura,1.14,bacharelado,integral,91404434,2630000,E,29/07/2019,29/07/2024,"0<RFP<=0,5",F,20-24,parda    
